n_cells,fraction_PFlogPF_less_than_logPF,median_log1pPF_distance,median_PFlog1pPF_distance,mean_log1pPF_distance,mean_PFlog1pPF_distance
369,0.6802168021680217,0.0054136848945441,0.0044174736382802,0.006472286843599008,0.004675084831640687
