cell_index,log1pPF_distance,PFlog1pPF_distance,ratio_PFlogPF_over_logPF
51,0.0129451989616258,0.0121965135145573,0.9421650104190851
52,0.0054136848945441,0.004184568478003,0.7729612194866012
53,0.0377593221745125,0.0144365753712637,0.3823314228084415
54,0.0059465662522385,0.006878541589281,1.15672495647243
55,0.0033703011850426,0.0030871943649725,0.9159995488455072
56,0.0066087719220365,0.0040579244770895,0.6140209595611292
57,0.0084727924704116,0.005786484646796,0.6829489412142887
58,0.0156450029643345,0.0047926238588319,0.30633575907639765
59,0.0049866445488515,0.0040261226129791,0.8073811103914309
60,0.0060817490640183,0.0065422675987422,1.0757213969001918
61,0.0081246042456442,0.0057127431764188,0.7031411012396748
62,0.0085507663639572,0.0045896646369306,0.5367547704585572
63,0.0129645505823265,0.0050011197645878,0.3857534229844738
64,0.0068276652747923,0.00370451574056,0.5425743048999561
65,0.0039730511343857,0.0051715054690934,1.301645836957747
66,0.0044229466315957,0.0043774970031211,0.9897241291247046
67,0.0044230320136126,0.0054874531932809,1.2406541884373368
68,0.0033307989687555,0.0038222652726218,1.147552076386624
69,0.0033175707328604,0.0030551568188201,0.9209017877324811
70,0.0071217718745152,0.0051922071055924,0.7290611377447203
71,0.004039860832665,0.0041263835318498,1.021417247466845
72,0.0062598104388763,0.0031857956448877,0.5089284533446005
73,0.0080580474859569,0.0052778781304399,0.6549822571333666
74,0.0067864359516859,0.0035185888466756,0.5184737425837644
75,0.016344883880313,0.0047234013503948,0.2889834755011027
76,0.0037648005290517,0.0028425886572427,0.7550436298835487
77,0.0121374315937415,0.0035788712487231,0.29486232083635355
78,0.0051380961075165,0.0036599252915889,0.7123115673595147
79,0.0087811974421802,0.0058847410522758,0.670152458252292
80,0.0083127611437713,0.0059816092175202,0.7195694804730655
81,0.0054216209589326,0.0041134605618256,0.7587141544906989
82,0.0109374782664071,0.0063510737566858,0.5806707544454935
83,0.0062508702629245,0.0039120410164841,0.6258394194625042
84,0.0020156124384804,0.0044620759526435,2.2137569045800913
85,0.0069328638258439,0.0070971851106477,1.0237017903324819
86,0.0042868820039292,0.0017253962272846,0.4024827895200205
87,0.0053575071358025,0.0051218064136904,0.9560055234388792
88,0.0033750476630262,0.0030711859811531,0.9099681805380355
89,0.0091145523067269,0.0051220040995304,0.5619589341486535
90,0.0087630555115956,0.0026849071062026,0.3063893755608225
91,0.0040423289918279,0.0036278508256473,0.8974655039165486
92,0.0054381110642735,0.005427075966028,0.9979707846869849
93,0.0035553764649863,0.0040924374659713,1.1510560151010814
94,0.0058543197820576,0.0048568833225071,0.8296238509882127
95,0.0105054182847409,0.0025351311120481,0.24131653241550344
96,0.0048464907922217,0.0038845381969217,0.8015156457443661
97,0.0081392037468374,0.0040402190944338,0.496389968859507
98,0.0040797094235747,0.0045109155381405,1.1056953007667811
99,0.0076653234040168,0.003994197208126,0.5210735408806041
100,0.003071133286252,0.0036965898347444,1.203656595202908
101,0.004509443244473,0.0047712770668677,1.0580634477916129
102,0.0103756325731855,0.0068019825879884,0.655572808694793
103,0.0036174315311813,0.0036065251919246,0.9969850599347382
104,0.0107841874369201,0.0050401534562064,0.4673651571514078
105,0.0037961456675233,0.0046729888965232,1.2309825032536157
106,0.0047155944931258,0.0033208821121004,0.7042340296523473
107,0.0052697069473574,0.0034300446707675,0.6508985613493298
108,0.0059622989167443,0.0044261467293675,0.7423557240542358
109,0.0043987011474706,0.0039220080917302,0.8916286786124322
110,0.0049880191276843,0.0042122504877636,0.8444736036365497
111,0.0077641896683804,0.0067659992900826,0.8714366313895032
112,0.0037043257019246,0.003499612600687,0.94473674355059
113,0.0034763091141099,0.0037947955905931,1.091616270598752
114,0.0045025830580729,0.0034601867955521,0.7684892762495881
115,0.0081476764224286,0.007734476370156,0.9492861484858236
116,0.0044531132885647,0.0035186669860332,0.7901588749311418
117,0.0048972547653183,0.0051593908322584,1.053527145207252
118,0.0053821851793716,0.0069931643912597,1.2993169425055326
119,0.0029141773377167,0.0039869542767361,1.3681234237652593
120,0.006226012599006,0.0044174736382802,0.7095189044406146
121,0.0090238107971273,0.0040524867437033,0.44908817735777384
122,0.0056729425877375,0.0050398081552901,0.8883939996473842
123,0.0028500128196262,0.003924183436111,1.376900275355844
124,0.0028135936672008,0.0041318742854208,1.4685398014602216
125,0.0040564811637786,0.0034228843638312,0.8438063004938975
126,0.0037344214311001,0.0040698805710152,1.0898289456892603
127,0.0059930294591964,0.0048357072299209,0.8068886133206686
128,0.0041298098167862,0.0027476870312549,0.6653301612307992
129,0.0050577929149757,0.0076990436256422,1.5222140872644228
130,0.0047295239012567,0.0030707997103271,0.6492830514105545
131,0.0059530140664669,0.0056694223259248,0.9523616545541926
132,0.0030840365623513,0.0040626476451291,1.317315006807733
133,0.0045642181325631,0.0047573221823729,1.0423082429895523
134,0.0072489409741316,0.0043321005557356,0.5976184067707314
135,0.0050465155355431,0.0024133085574613,0.47821284616368126
136,0.0034180967329677,0.0025542602558581,0.747275590893067
137,0.0076210901470565,0.003802404959295,0.4989318963460373
138,0.0095613985759905,0.0051000759348575,0.5334027124090646
139,0.0051770376865972,0.0039084382525171,0.7549565000532314
140,0.0085183416327809,0.0037548908806872,0.4408006913267433
141,0.0028819504846805,0.0028624944125908,0.9932489915447466
142,0.0053882185007811,0.0061470400923361,1.140829773596783
143,0.0217674080238497,0.0047807691731713,0.21962969444654126
144,0.0071074372707392,0.0057224291498611,0.8051325578939575
145,0.0062032058166143,0.005814331115306,0.9373106885690039
146,0.0068912955543138,0.0051329484189064,0.7448452005070784
147,0.0068136687695631,0.0036483711584774,0.535448857563315
148,0.0023665122281373,0.0031118863986041,1.3149673860140962
149,0.0054646378281415,0.0048251376939679,0.8829748367073227
150,0.0030007421175519,0.0021676790148589,0.7223809744195416
151,0.0079727317605918,0.0040777627049787,0.5114636773727372
152,0.0061936119454254,0.0051134426192086,0.8255994505734876
153,0.0097292990361106,0.0049624220593876,0.5100492893649804
154,0.0030291792020153,0.0035983172343187,1.1878852304032574
155,0.003021310505677,0.003097239223908,1.0251310542522296
156,0.0087801623680873,0.0042935956501114,0.48901096245293374
157,0.0035423556372081,0.0030719772616565,0.8672131136098102
158,0.0059884019915797,0.0045052101750235,0.7523226031516057
159,0.0058121197828879,0.0052629708672372,0.9055165866905377
160,0.0024860713527784,0.0027508193873692,1.1064925326036683
161,0.0056961561748081,0.0033187516435195,0.582630030088897
162,0.0034724979189108,0.0056884100416947,1.6381320232666845
163,0.0099977554830222,0.0033814494995026,0.33822086419745373
164,0.0088246481167306,0.0063252777015718,0.7167739288753896
165,0.0140662947736502,0.0055696742936862,0.3959588778218723
166,0.0058882979021464,0.0052862105930647,0.8977484972589062
167,0.0046466145135372,0.0028933574182239,0.6226807517160173
168,0.0065961464107779,0.0049909556118718,0.7566471847436151
169,0.0055223052281035,0.0033965260645296,0.6150558370523197
170,0.0032969103536375,0.0039248009446926,1.1904481844228323
171,0.0049376514842943,0.0053511796633135,1.0837499731065572
172,0.0042215168678488,0.0046377441903589,1.0985966266486107
173,0.0044992573550244,0.0053204903576474,1.1825263455325388
174,0.007646093828673,0.0052016634029056,0.6803033705130928
175,0.0053025949983304,0.0041541390085733,0.7834162348588365
176,0.0053251968845906,0.0053171607224064,0.9984909173579188
177,0.0040873807462553,0.0047777444289138,1.1689012415324862
178,0.0091643383683985,0.0038893478261207,0.42440028617149117
179,0.0028805213414905,0.004132355557973,1.4345859891580424
180,0.00399828113846,0.0045834209296819,1.1463478357220465
181,0.0064340221104346,0.0061023739406694,0.9484539897325908
182,0.0117456941933394,0.0042350972570516,0.360565939087124
183,0.0136468768484956,0.0041937755372742,0.3073066155599193
184,0.003905489480378,0.0042741635209702,1.094398933205299
185,0.0081715181434886,0.0057298566746347,0.7011985501372818
186,0.0041494552752669,0.0048366820525105,1.1656185527145841
187,0.0072875253813359,0.0060228393020873,0.8264587753632268
188,0.0387297697358429,0.0195606878359964,0.5050556192151523
189,0.0046680707724343,0.0037991128234238,0.813850733767398
190,0.0047722431569441,0.0046278652988193,0.9697463324108464
191,0.0103071044045221,0.0065845484845581,0.6388359160958164
192,0.0050189939555971,0.0064479936908101,1.2847183614595516
193,0.0034736111336557,0.0039175605457674,1.1278063073354092
194,0.0060947096748381,0.0055415634977463,0.9092415871135825
195,0.0049649681032692,0.0053251126138583,1.0725371247303608
196,0.0042260599352805,0.007008136969453,1.6583146185284388
197,0.0043401831041888,0.0034048607993649,0.7844970402467119
198,0.0061459037829477,0.0041210013830517,0.6705281320032616
199,0.0083586818118769,0.0083332091257422,0.9969525474580806
200,0.0055181043851322,0.0056199109519335,1.0184495543570369
201,0.0073733435701551,0.0067339032153437,0.9132767449763703
202,0.0033835406837384,0.0036808955929753,1.0878827645448492
203,0.0038585652288671,0.003370677701086,0.873557268351701
204,0.0043274881888843,0.0075533791381175,1.7454418841671964
205,0.0054301101061313,0.0034934022846213,0.6433391250532461
206,0.006577192647045,0.0035929830577736,0.5462791270661435
207,0.0063337978145234,0.0039691027444353,0.6266544750345752
208,0.0088417140183492,0.00446098021362,0.5045379441545081
209,0.00362853818903,0.0039733220954287,1.0950200572343622
210,0.0124917031045388,0.006385858331654,0.5112079816669457
211,0.0049284590328788,0.0036549899969092,0.7416090856241238
212,0.0029660066769845,0.0031253948428757,1.0537383031292593
213,0.0036373647119029,0.0042278922581724,1.162350380850471
214,0.0029956105238991,0.0037706071783241,1.2587107530308248
215,0.005408140236835,0.0051234542985299,0.9473597344303137
216,0.0054921003879686,0.0043471159432409,0.7915215739253443
217,0.0055250548357711,0.0065176674680201,1.179656611880571
218,0.0059048509983871,0.005039039445428,0.8533728364702861
219,0.0048352781975378,0.004957246464662,1.0252246638438112
220,0.0070217347381277,0.0046720415920025,0.6653685686292771
221,0.014304387863594,0.0057552708340845,0.4023430355053641
222,0.0175749026401703,0.0058072240882734,0.33042709864008263
223,0.0038334871581834,0.005279215586348,1.377131412864755
224,0.0033972877622127,0.0030674741717088,0.9029185592776845
225,0.0070453520696025,0.0045585253553291,0.6470259130125051
226,0.0064617793759939,0.0097880092973955,1.5147544860102848
227,0.0049167241321094,0.0057136708843799,1.162088970391062
228,0.0056925992143848,0.0050588824186114,0.8886770749340578
229,0.0043536315832633,0.0046633733392227,1.071145605693909
230,0.0053881174849304,0.0054859393774641,1.0181551149928134
231,0.0060002746909799,0.0034640667906831,0.5773180344377511
232,0.0163926966790383,0.004735147201729,0.2888571230494331
233,0.0057607546217011,0.0058172522589095,1.0098073327052621
234,0.005576471965834,0.0042656107014313,0.7649300001086526
235,0.0047018092651597,0.0051613300067035,1.0977327483164487
236,0.0047241893463277,0.0043788013020031,0.9268894578509891
237,0.0030755807731965,0.0033513719777163,1.0896712604407284
238,0.0049541610186064,0.0036349928740527,0.7337252181349607
239,0.0045119713741447,0.0027792177282344,0.6159652838580421
240,0.0053141717484191,0.00435770299051,0.8200154599456374
241,0.0093505087232328,0.0055429306872933,0.5927945581742544
242,0.0060769844769739,0.004596819587882,0.7564310235281424
243,0.0062407590446154,0.0046967587222845,0.752594145793358
244,0.007198547844289,0.0042608181379126,0.5918996761677342
245,0.0038209559897385,0.0025346936242593,0.6633663489101769
246,0.0042189020980335,0.004569909418902,1.0831987357640063
247,0.0081514188270311,0.003849481145173,0.4722467618039267
248,0.0073293957098733,0.0062381762894755,0.8511174094573939
249,0.0073260036964062,0.003116718756253,0.42543232100495915
250,0.003821929154689,0.0052105058837565,1.363318280602847
251,0.0057909536128572,0.0046549991550583,0.8038398278175068
252,0.0082637063899041,0.0039262414879003,0.47511870614099394
253,0.0132144382898325,0.0109880545623984,0.8315188524398246
254,0.0068304812306346,0.0021249391413454,0.3110965493639133
255,0.0038518743456096,0.0039116523220778,1.0155191917245006
256,0.0034776094347189,0.0025267361983141,0.7265727350197217
257,0.0034232204800877,0.0040918580908514,1.1953241442241458
258,0.0032671963887814,0.0032279497132817,0.9879876595008303
259,0.0175713997891498,0.0047087917160359,0.267980455316004
260,0.002831094712226,0.0050716651581889,1.7914148672904024
261,0.0122540831855726,0.0046307239349629,0.3778923208563578
262,0.0080684662908961,0.0043072315370467,0.5338352273847488
263,0.0044382094709765,0.0038370748634456,0.8645547012906901
264,0.0046953695934227,0.005542079400225,1.1803286812583136
265,0.0048227347924047,0.0036460989210843,0.7560231026650112
266,0.0140391832975284,0.0035422887336151,0.2523144444049477
267,0.0034927536501348,0.0036579381374752,1.0472934835624679
268,0.0054002721552151,0.0043624895721237,0.8078277254806127
269,0.0040949823139137,0.0039715820972593,0.9698655068093657
270,0.005763719964848,0.004047278165246,0.7021989600344392
271,0.0052394785550621,0.0053212359243455,1.0156041041917063
272,0.0083366574776495,0.0049168000853914,0.5897807482883032
273,0.0024840071718347,0.0039659860308787,1.5966081241019137
274,0.0133311959296453,0.0047877969695742,0.3591423451310409
275,0.0034442840575884,0.0031698943162168,0.9203347526557607
276,0.0048465157613497,0.0061537190895757,1.2697202263636007
277,0.0078345634399434,0.0051780628304531,0.6609255091424097
278,0.0081207851839822,0.0035639151561633,0.43886337040326173
279,0.0068870537277598,0.0035235160879921,0.5116144330034461
280,0.0087535092039147,0.0043631156303674,0.4984418852745535
281,0.0016655124366794,0.0046820122733553,2.8111541950956664
282,0.0046248789637673,0.0053027665364935,1.1465741218390744
283,0.004185399933983,0.0050568677294843,1.208216134478689
284,0.0030813066221198,0.0057153825766273,1.854856811587084
285,0.0042505446210625,0.0052069417972905,1.2250057960781813
286,0.0046014694027337,0.0041869387002044,0.9099134067298089
287,0.0065060138164711,0.0039653072424063,0.6094833725018288
288,0.0045438155524273,0.0054024997392762,1.1889786627430756
289,0.0103215494471116,0.0035944486288228,0.3482469998560804
290,0.0058948445773777,0.0068507316040239,1.1621564426506767
291,0.0043538359428261,0.0041962934839563,0.9638152514383584
292,0.0130492589964296,0.0032093122850155,0.24593827786647487
293,0.0095340520868644,0.0040633032422001,0.42618848787267916
294,0.0039358223429669,0.0023429157994642,0.5952798666461312
295,0.0055822190251757,0.0013588211834339,0.24341953930966212
296,0.0064147894196828,0.0056951743700065,0.8878193807160261
297,0.012035794597157,0.0048753915778958,0.40507434208352366
298,0.005703677529747,0.0045276752742998,0.7938168402203896
299,0.0107749870624906,0.0023637084776413,0.21936995969765347
300,0.0052428370737448,0.0016157948511364,0.3081909333456144
301,0.0064301300049551,0.0088493019022912,1.3762244146653133
302,0.0108318545713825,0.0073799400000123,0.6813182314605593
303,0.003358986633001,0.0053931497035075,1.60558831956087
304,0.005024735349616,0.0042063063642377,0.8371199817636473
305,0.0216765540167884,0.0094653726237,0.436664084908012
306,0.0062749085989674,0.0073654347635608,1.173791561644875
307,0.0058506344405355,0.0051997967257937,0.8887577541620888
308,0.0030831020910067,0.005556737356725,1.8023202582015714
309,0.0047867430370734,0.0065898635294624,1.376690471668064
310,0.0088440760710501,0.0041911732789062,0.47389611365119816
311,0.0055495253537591,0.009151478013333,1.649055987668213
312,0.0037374947752125,0.0040160315063108,1.074524982067022
313,0.005619447610337,0.0041338057637768,0.7356249315631389
314,0.0072123019490246,0.0057233496346015,0.7935538022469417
315,0.005925997322081,0.0044619690030822,0.7529481976740608
316,0.0029716155435513,0.0045420563749057,1.5284804875793616
317,0.0070253109390493,0.0064617167053443,0.9197766136481828
318,0.0106728475001527,0.0061395662918002,0.5752510088532943
319,0.0046026221398578,0.0088697720008668,1.9271127916533326
320,0.0047887750606285,0.0045084084871277,0.9414533842264032
321,0.0031602411493464,0.0016100044659754,0.5094562059950332
322,0.0095358543119981,0.0047234438856317,0.4953351562521901
323,0.0049935605795238,0.0043034372423871,0.8617973435695233
324,0.0049521107178691,0.0056386427752159,1.1386342302221821
325,0.0042129858059292,0.0037350682598915,0.8865608459052731
326,0.0114919698009458,0.0031798975036397,0.2767060441960082
327,0.0123521366928497,0.004792596297631,0.38799734951162723
328,0.0041385476852951,0.0058803953492243,1.4208837970185177
329,0.0113968913320614,0.0054017872869913,0.473970237111514
330,0.0059575332620635,0.0047685261903283,0.8004195663821833
331,0.0100158522363517,0.0061285557292608,0.6118855974150376
332,0.0065597563191778,0.0064397100750504,0.9816995878678544
333,0.0054428645217693,0.0053622664151246,0.9851919689857538
334,0.0041048652526128,0.003703260432925,0.9021637021015068
335,0.0016774403623284,0.0020159053162283,1.2017746570912888
336,0.0086242397621717,0.0052112642834741,0.604257816014363
337,0.0063779315694808,0.0069740976451916,1.093473263113002
338,0.0066418123850427,0.0049930566505674,0.7517611701606804
339,0.003318347459336,0.0038399465684073,1.1571864054211103
340,0.0043375150268363,0.0045379690803951,1.0462140309182992
341,0.0046711216868054,0.004024618453142,0.861595720040951
342,0.0046201084846356,0.0035348138295819,0.7650932529695132
343,0.0072223555278714,0.0024374963988696,0.3374932720305986
344,0.0135180055686278,0.0076016761035778,0.5623371040192165
345,0.0034884739007699,0.0041336079524721,1.1849330309049526
346,0.004810468614756,0.0048337111699666,1.0048316613353019
347,0.0051316279068348,0.005084770997059,0.9908689970070919
348,0.0085551747160946,0.0041990881313339,0.49082435726698576
349,0.0047443316726925,0.0047060688971117,0.9919350546672288
350,0.0040363009773931,0.0047670626357525,1.1810473655092422
351,0.0047254651168467,0.0028789748599419,0.6092468759695423
352,0.00349603874303,0.0036086822858274,1.0322203359507889
353,0.0040457127699759,0.003444354625741,0.8513591600724334
354,0.0044090834479223,0.0064302772433829,1.458415863372477
355,0.0101403138439415,0.0057297352418102,0.5650451583639619
356,0.0044491188488854,0.0043950662377475,0.98785094015831
357,0.0039242617352554,0.0037600409014723,0.9581524258925579
358,0.0077869400225864,0.0051455964398274,0.6607982628480952
359,0.0072204032231168,0.0033729195590561,0.46713728511136066
360,0.0086078094319096,0.0034115212671349,0.3963286239223899
361,0.0042468893082549,0.0050835100386103,1.1969961234283213
362,0.0107838222842343,0.0043357365843845,0.4020593505814026
363,0.0045145273845853,0.0036748763792926,0.8140113164094076
364,0.005488674573624,0.004303116927296,0.7839992824451216
365,0.0031690137051889,0.0048693003114781,1.5365349488723177
366,0.0034655240943257,0.0033048584103434,0.9536388495335043
367,0.0144675680114033,0.0054429632547534,0.3762182593828673
368,0.0067507053427203,0.002843962505111,0.4212837563970733
